"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2022","30,460","30,460","30,460","30,460","","0.00%"
"11/04/2022","30,460","30,065","30,460","29,960","5.11M","0.88%"
"11/03/2022","30,195","29,855","30,385","29,735","5.35M","-0.56%"
"11/02/2022","30,365","30,270","30,500","30,205","4.03M","-0.18%"
"11/01/2022","30,420","30,045","30,425","30,000","4.56M","1.52%"
"10/31/2022","29,965","29,845","30,035","29,675","4.26M","1.49%"
"10/30/2022","29,525","29,525","29,525","29,525","","0.00%"
"10/28/2022","29,525","29,690","29,875","29,515","5.19M","-1.63%"
"10/27/2022","30,015","29,670","30,055","29,640","7.89M","1.75%"
"10/26/2022","29,500","29,290","29,655","29,245","3.44M","0.68%"
"10/25/2022","29,300","29,295","29,510","29,210","4.12M","0.15%"
"10/24/2022","29,255","29,440","29,555","29,165","4.94M","0.93%"
"10/21/2022","28,985","28,840","29,160","28,820","4.68M","0.21%"
"10/20/2022","28,925","29,045","29,095","28,760","5.58M","-0.98%"
"10/19/2022","29,210","29,470","29,635","29,205","5.39M","-0.81%"
"10/18/2022","29,450","29,500","29,500","29,100","4.79M","1.29%"
"10/17/2022","29,075","28,670","29,120","28,600","4.56M","0.07%"
"10/16/2022","29,055","29,055","29,055","29,055","","0.00%"
"10/14/2022","29,055","28,780","29,170","28,780","7.84M","2.43%"
"10/13/2022","28,365","28,720","28,740","28,365","8.44M","-1.60%"
"10/12/2022","28,825","28,525","28,830","28,505","7.12M","0.86%"
"10/11/2022","28,580","28,600","28,605","28,330","7.40M","-2.04%"
"10/07/2022","29,175","28,970","29,320","28,905","5.70M","-0.38%"
"10/06/2022","29,285","29,200","29,435","29,100","7.27M","1.10%"
"10/05/2022","28,965","29,465","29,465","28,850","8.02M","0.02%"
"10/04/2022","28,960","28,685","29,030","28,655","3.48M","2.42%"
"09/30/2022","28,275","28,290","28,590","28,020","5.33M","-0.44%"
"09/29/2022","28,400","28,740","28,930","28,400","5.98M","0.04%"
"09/28/2022","28,390","28,770","28,995","28,160","11.13M","-2.46%"
"09/27/2022","29,105","29,075","29,130","28,770","6.65M","0.19%"
"09/26/2022","29,050","29,400","29,440","28,990","8.32M","-2.45%"
"09/25/2022","29,780","29,780","29,780","29,780","","0.00%"
"09/23/2022","29,780","30,145","30,200","29,700","6.23M","-1.23%"
"09/22/2022","30,150","30,115","30,215","29,950","9.12M","-1.08%"
"09/21/2022","30,480","30,535","30,640","30,415","4.09M","-0.93%"
"09/20/2022","30,765","30,875","31,025","30,720","3.69M","0.34%"
"09/19/2022","30,660","30,950","31,010","30,600","4.39M","-0.71%"
"09/18/2022","30,880","30,880","30,880","30,880","","0.00%"
"09/16/2022","30,880","30,805","30,945","30,715","5.20M","-0.71%"
"09/15/2022","31,100","31,345","31,390","31,065","4.66M","-0.56%"
"09/14/2022","31,275","30,990","31,415","30,920","4.55M","-1.97%"
"09/13/2022","31,905","31,495","31,985","31,435","3.57M","3.15%"
"09/08/2022","30,930","31,085","31,090","30,850","4.17M","0.19%"
"09/07/2022","30,870","31,110","31,110","30,685","7.87M","-1.45%"
"09/06/2022","31,325","31,400","31,560","31,225","5.23M","0.00%"
"09/05/2022","31,325","31,320","31,605","31,205","4.67M","0.00%"
"09/04/2022","31,325","31,325","31,325","31,325","","0.00%"
"09/02/2022","31,325","31,635","31,665","31,200","6.74M","-0.56%"
"09/01/2022","31,500","31,820","31,845","31,480","11.87M","-2.26%"
"08/31/2022","32,230","31,690","32,355","31,640","4.48M","0.77%"
"08/30/2022","31,985","31,790","32,000","31,740","2.43M","1.09%"
"08/29/2022","31,640","31,645","31,765","31,575","3.62M","-2.41%"
"08/26/2022","32,420","32,555","32,685","32,390","2.46M","0.06%"
"08/25/2022","32,400","32,150","32,400","32,115","2.81M","1.17%"
"08/24/2022","32,025","32,000","32,110","31,875","2.86M","0.41%"
"08/23/2022","31,895","32,075","32,200","31,860","2.62M","-1.25%"
"08/22/2022","32,300","32,375","32,475","32,230","3.80M","-1.30%"
"08/19/2022","32,725","32,950","32,950","32,685","2.97M","-0.58%"
"08/18/2022","32,915","32,865","32,985","32,655","4.91M","-0.38%"
"08/17/2022","33,040","33,270","33,365","33,000","4.18M","-0.51%"
"08/16/2022","33,210","33,350","33,385","33,170","4.27M","0.26%"
"08/12/2022","33,125","32,965","33,175","32,965","2.95M","0.38%"
"08/11/2022","33,000","32,830","33,000","32,825","3.43M","1.66%"
"08/10/2022","32,460","32,670","32,705","32,430","2.99M","-1.17%"
"08/09/2022","32,845","32,750","32,895","32,585","2.81M","0.32%"
"08/08/2022","32,740","32,575","32,770","32,550","2.90M","-0.18%"
"08/07/2022","32,800","32,800","32,800","32,800","","0.00%"
"08/05/2022","32,800","32,685","32,900","32,685","3.30M","0.66%"
"08/04/2022","32,585","32,635","32,690","32,465","3.96M","0.51%"
"08/03/2022","32,420","32,210","32,420","32,085","3.18M","0.70%"
"08/02/2022","32,195","32,335","32,335","32,095","3.50M","-0.54%"
"08/01/2022","32,370","32,305","32,515","32,155","3.54M","-0.05%"
"07/31/2022","32,385","32,385","32,385","32,385","","0.00%"
"07/29/2022","32,385","32,500","32,670","32,275","4.57M","0.43%"
"07/28/2022","32,245","32,345","32,470","32,145","5.16M","0.44%"
"07/27/2022","32,105","32,085","32,110","31,870","2.09M","0.03%"
"07/26/2022","32,095","31,870","32,115","31,810","2.27M","0.36%"
"07/25/2022","31,980","31,750","32,135","31,725","2.81M","0.39%"
"07/24/2022","31,855","31,855","31,855","31,855","","0.00%"
"07/22/2022","31,855","31,985","32,190","31,815","4.00M","-0.62%"
"07/21/2022","32,055","31,755","32,075","31,720","3.14M","1.09%"
"07/20/2022","31,710","31,985","32,065","31,650","4.40M","0.75%"
"07/19/2022","31,475","31,455","31,500","31,290","2.18M","-0.33%"
"07/18/2022","31,580","31,205","31,615","31,160","4.53M","2.22%"
"07/15/2022","30,895","30,900","30,935","30,335","4.66M","0.60%"
"07/14/2022","30,710","30,590","30,935","30,500","2.78M","-0.36%"
"07/13/2022","30,820","30,735","31,030","30,660","4.36M","0.52%"
"07/12/2022","30,660","30,830","30,900","30,495","3.24M","-0.95%"
"07/11/2022","30,955","31,200","31,325","30,925","4.33M","-0.56%"
"07/10/2022","31,130","31,130","31,130","31,130","","0.00%"
"07/08/2022","31,130","31,185","31,435","31,130","5.66M","0.55%"
"07/07/2022","30,960","30,590","31,145","30,525","4.00M","2.01%"
"07/06/2022","30,350","30,810","30,925","30,325","5.81M","-2.27%"
"07/05/2022","31,055","30,855","31,165","30,715","5.21M","1.59%"
"07/04/2022","30,570","30,570","30,750","30,265","6.23M","0.03%"
"07/03/2022","30,560","30,560","30,560","30,560","","0.00%"
"07/01/2022","30,560","31,050","31,175","30,335","5.40M","-1.02%"
"06/30/2022","30,875","31,280","31,280","30,870","5.97M","-1.66%"
"06/29/2022","31,395","31,555","31,655","31,365","3.77M","-1.68%"
"06/28/2022","31,930","31,725","31,930","31,560","4.11M","0.77%"
"06/27/2022","31,685","31,520","31,930","31,235","5.32M","1.28%"
"06/24/2022","31,285","30,800","31,410","30,700","8.26M","2.11%"
"06/23/2022","30,640","30,870","31,160","30,510","9.78M","-0.81%"
"06/22/2022","30,890","31,805","31,805","30,890","6.83M","-2.52%"
"06/21/2022","31,690","31,680","31,935","30,725","4.69M","0.57%"
"06/20/2022","31,510","32,240","32,430","31,265","7.36M","-1.61%"
"06/17/2022","32,025","31,680","32,105","31,570","5.00M","-0.74%"
"06/16/2022","32,265","32,695","32,930","32,220","6.46M","-0.06%"
"06/15/2022","32,285","32,805","32,865","32,080","7.53M","-1.78%"
"06/14/2022","32,870","32,410","32,955","32,410","6.62M","-0.39%"
"06/13/2022","33,000","33,510","33,610","33,000","6.82M","-3.54%"
"06/12/2022","34,210","34,210","34,210","34,210","","0.00%"
"06/10/2022","34,210","34,295","34,340","34,070","3.08M","-1.03%"
"06/09/2022","34,565","34,550","34,695","34,410","2.53M","-0.30%"
"06/08/2022","34,670","34,620","34,845","34,590","3.06M","0.22%"
"06/07/2022","34,595","35,080","35,100","34,525","3.65M","-1.86%"
"06/06/2022","35,250","35,250","35,250","35,250","","0.00%"
"06/03/2022","35,250","35,355","35,430","35,165","2.95M","0.56%"
"06/02/2022","35,055","35,240","35,275","34,980","4.32M","-1.09%"
"05/31/2022","35,440","35,240","35,505","35,075","2.70M","0.40%"
"05/30/2022","35,300","35,225","35,340","35,070","2.21M","1.31%"
"05/29/2022","34,845","34,845","34,845","34,845","","0.00%"
"05/27/2022","34,845","34,835","34,985","34,790","3.26M","1.06%"
"05/26/2022","34,480","34,595","34,945","34,355","3.73M","-0.33%"
"05/25/2022","34,595","34,660","34,825","34,430","3.55M","0.42%"
"05/24/2022","34,450","34,950","35,030","34,450","3.16M","-1.85%"
"05/23/2022","35,100","35,135","35,225","34,915","2.53M","0.33%"
"05/22/2022","34,985","34,985","34,985","34,985","","0.00%"
"05/20/2022","34,985","34,515","35,025","34,485","2.89M","1.79%"
"05/19/2022","34,370","34,125","34,450","34,060","3.65M","-1.43%"
"05/18/2022","34,870","34,990","35,145","34,770","3.17M","0.19%"
"05/17/2022","34,805","34,525","34,850","34,520","1.94M","0.97%"
"05/16/2022","34,470","34,850","34,925","34,395","4.19M","-0.39%"
"05/13/2022","34,605","34,010","34,645","33,990","3.61M","2.37%"
"05/12/2022","33,805","34,020","34,295","33,785","4.40M","-1.64%"
"05/11/2022","34,370","34,195","34,420","34,105","3.75M","-0.01%"
"05/10/2022","34,375","34,295","34,445","33,855","5.75M","-0.52%"
"05/09/2022","34,555","34,745","34,910","34,505","4.87M","-0.95%"
"05/08/2022","34,885","34,885","34,885","34,885","","0.00%"
"05/06/2022","34,885","35,010","35,010","34,785","3.70M","-1.39%"
"05/04/2022","35,375","35,450","35,570","35,245","2.93M","0.24%"
"05/03/2022","35,290","35,380","35,645","35,290","3.69M","-0.24%"
"05/02/2022","35,375","35,100","35,435","35,100","3.01M","-0.38%"
"04/29/2022","35,510","35,010","35,540","34,895","3.74M","1.50%"
"04/28/2022","34,985","34,850","34,995","34,575","4.18M","-0.44%"
"04/27/2022","35,140","35,080","35,180","34,850","3.97M","-1.18%"
"04/26/2022","35,560","35,555","35,715","35,500","2.45M","0.42%"
"04/25/2022","35,410","35,595","35,695","35,395","4.72M","-1.60%"
"04/24/2022","35,985","35,985","35,985","35,985","","0.00%"
"04/22/2022","35,985","36,060","36,095","35,840","3.48M","-1.10%"
"04/21/2022","36,385","36,340","36,585","36,315","2.24M","0.44%"
"04/20/2022","36,225","36,265","36,310","35,955","2.67M","-0.08%"
"04/19/2022","36,255","35,980","36,340","35,970","2.26M","1.17%"
"04/18/2022","35,835","35,690","35,950","35,570","2.45M","0.08%"
"04/15/2022","35,805","36,000","36,000","35,730","5.26M","-1.19%"
"04/14/2022","36,235","36,430","36,430","36,115","3.01M","-0.56%"
"04/13/2022","36,440","35,860","36,470","35,815","3.31M","1.90%"
"04/12/2022","35,760","35,850","35,990","35,620","4.61M","-0.94%"
"04/11/2022","36,100","35,960","36,240","35,830","4.48M","0.00%"
"04/10/2022","36,100","36,100","36,100","36,100","","0.00%"
"04/08/2022","36,100","36,150","36,195","35,905","4.16M","0.07%"
"04/07/2022","36,075","36,385","36,385","35,995","5.63M","-1.31%"
"04/06/2022","36,555","36,700","36,760","36,530","2.56M","-1.03%"
"04/05/2022","36,935","37,115","37,160","36,840","1.89M","-0.09%"
"04/04/2022","36,970","36,725","37,005","36,555","2.32M","0.48%"
"04/03/2022","36,795","36,795","36,795","36,795","","0.00%"
"04/01/2022","36,795","36,925","36,930","36,615","2.45M","-0.77%"
"03/31/2022","37,080","36,940","37,230","36,885","2.94M","0.31%"
"03/30/2022","36,965","37,080","37,200","36,890","3.02M","0.35%"
"03/29/2022","36,835","36,835","36,995","36,700","2.71M","0.52%"
"03/28/2022","36,645","36,500","36,745","36,300","2.48M","0.07%"
"03/27/2022","36,620","36,620","36,620","36,620","","0.00%"
"03/25/2022","36,620","36,930","36,935","36,545","2.64M","-0.41%"
"03/24/2022","36,770","36,685","36,780","36,485","3.25M","-0.46%"
"03/23/2022","36,940","36,825","37,090","36,740","3.59M","0.87%"
"03/22/2022","36,620","36,290","36,650","36,265","2.67M","0.91%"
"03/21/2022","36,290","36,850","36,850","36,250","3.63M","-1.02%"
"03/18/2022","36,665","36,485","36,685","36,405","2.84M","0.22%"
"03/17/2022","36,585","36,645","36,860","36,575","3.09M","1.51%"
"03/16/2022","36,040","35,880","36,095","35,615","3.23M","1.49%"
"03/15/2022","35,510","35,705","35,765","35,395","6.37M","-0.87%"
"03/14/2022","35,820","35,845","36,040","35,680","4.13M","-0.18%"
"03/13/2022","35,885","35,885","35,885","35,885","","0.00%"
"03/11/2022","35,885","35,915","36,030","35,695","5.40M","-0.37%"
"03/10/2022","36,020","36,000","36,170","35,905","2.37M","2.07%"
"03/08/2022","35,290","35,305","35,680","35,165","4.58M","-1.30%"
"03/07/2022","35,755","36,000","36,025","35,530","7.15M","-2.24%"
"03/04/2022","36,575","37,010","37,040","36,415","4.22M","-1.55%"
"03/03/2022","37,150","36,795","37,175","36,750","2.81M","1.91%"
"03/02/2022","36,455","36,625","36,720","36,415","3.78M","-0.41%"
"03/01/2022","36,605","36,605","36,605","36,605","","0.00%"
"02/28/2022","36,605","36,095","36,605","36,010","3.42M","0.76%"
"02/27/2022","36,330","36,330","36,330","36,330","","0.00%"
"02/25/2022","36,330","36,260","36,530","36,150","5.12M","1.13%"
"02/24/2022","35,925","36,440","36,500","35,815","7.22M","-2.62%"
"02/23/2022","36,890","37,020","37,100","36,695","3.41M","0.35%"
"02/22/2022","36,760","36,710","36,910","36,510","3.57M","-1.45%"
"02/21/2022","37,300","36,830","37,300","36,530","2.76M","0.07%"
"02/18/2022","37,275","37,020","37,375","36,905","3.36M","-0.37%"
"02/17/2022","37,415","37,290","37,740","37,010","4.99M","0.65%"
"02/16/2022","37,175","36,915","37,205","36,900","2.60M","1.81%"
"02/15/2022","36,515","36,850","36,885","36,340","3.28M","-0.61%"
"02/14/2022","36,740","36,870","37,030","36,475","3.55M","-1.34%"
"02/11/2022","37,240","37,250","37,505","37,065","2.80M","-0.93%"
"02/10/2022","37,590","37,505","37,670","37,340","2.76M","0.83%"
"02/09/2022","37,280","37,100","37,290","37,005","2.43M","1.39%"
"02/08/2022","36,770","36,990","37,160","36,505","3.00M","0.19%"
"02/07/2022","36,700","37,005","37,080","36,355","3.58M","-1.02%"
"02/06/2022","37,080","37,080","37,080","37,080","","0.00%"
"02/04/2022","37,080","36,700","37,090","36,605","3.60M","1.31%"
"02/03/2022","36,600","36,875","37,200","36,600","3.51M","0.97%"
"02/02/2022","36,250","36,250","36,250","36,250","","0.00%"
"01/28/2022","36,250","35,495","36,485","35,200","7.55M","2.68%"
"01/27/2022","35,305","36,600","36,650","35,305","8.92M","-3.46%"
"01/26/2022","36,570","36,810","37,010","36,535","5.05M","-0.31%"
"01/25/2022","36,685","37,505","37,535","36,490","9.02M","-2.43%"
"01/24/2022","37,600","37,920","38,040","37,450","4.34M","-1.13%"
"01/23/2022","38,030","38,030","38,030","38,030","","0.00%"
"01/21/2022","38,030","38,100","38,180","37,780","4.58M","-1.13%"
"01/20/2022","38,465","38,245","38,465","38,100","2.80M","0.59%"
"01/19/2022","38,240","38,255","38,630","38,120","3.75M","-0.73%"
"01/18/2022","38,520","38,940","38,995","38,410","3.51M","-0.77%"
"01/17/2022","38,820","39,105","39,145","38,600","3.60M","-0.73%"
"01/16/2022","39,105","39,105","39,105","39,105","","0.00%"
"01/14/2022","39,105","39,405","39,480","39,035","2.98M","-1.55%"
"01/13/2022","39,720","39,975","40,030","39,680","1.74M","-0.51%"
"01/12/2022","39,925","39,545","39,935","39,530","2.76M","1.64%"
"01/11/2022","39,280","39,225","39,445","39,050","2.84M","0.29%"
"01/10/2022","39,165","39,420","39,445","38,880","2.76M","-0.76%"
"01/09/2022","39,465","39,465","39,465","39,465","","0.00%"
"01/07/2022","39,465","39,225","39,550","39,145","2.23M","1.26%"
"01/06/2022","38,975","39,100","39,460","38,935","8.01M","-1.00%"
"01/05/2022","39,370","39,850","39,905","39,160","5.59M","-1.43%"
"01/04/2022","39,940","40,070","40,070","39,720","3.69M","-0.06%"
"01/03/2022","39,965","40,050","40,345","39,825","3.59M","0.24%"
"12/30/2021","39,870","40,145","40,255","39,790","2.97M","-0.61%"
"12/29/2021","40,115","40,205","40,375","40,065","3.29M","-0.22%"
"12/28/2021","40,205","40,040","40,205","39,745","4.95M","0.81%"
"12/27/2021","39,880","40,130","40,145","39,880","2.10M","-0.59%"
"12/24/2021","40,115","39,975","40,280","39,965","2.72M","0.74%"
"12/23/2021","39,820","39,840","39,860","39,610","3.00M","0.49%"
"12/22/2021","39,625","39,640","39,815","39,495","2.92M","0.53%"
"12/21/2021","39,415","39,320","39,560","39,160","3.41M","0.77%"
"12/20/2021","39,115","39,650","39,650","39,045","3.11M","-1.84%"
"12/19/2021","39,850","39,850","39,850","39,850","","0.00%"
"12/17/2021","39,850","39,510","39,880","39,390","2.57M","0.25%"
"12/16/2021","39,750","39,840","39,935","39,500","3.03M","0.58%"
"12/15/2021","39,520","39,335","39,535","39,250","2.43M","0.03%"
"12/14/2021","39,510","39,500","39,710","39,340","2.70M","-0.57%"
"12/13/2021","39,735","39,900","40,365","39,695","2.62M","0.08%"
"12/10/2021","39,705","39,785","39,895","39,620","2.02M","-0.55%"
"12/09/2021","39,925","39,755","40,070","39,730","3.54M","0.30%"
"12/08/2021","39,805","39,975","40,280","39,680","5.44M","0.44%"
"12/07/2021","39,630","39,345","39,665","39,095","4.32M","0.83%"
"12/06/2021","39,305","39,100","39,480","38,755","6.02M","0.19%"
"12/05/2021","39,230","39,230","39,230","39,230","","0.00%"
"12/03/2021","39,230","38,805","39,340","38,630","3.85M","0.76%"
"12/02/2021","38,935","38,080","38,955","37,990","3.42M","1.58%"
"12/01/2021","38,330","37,545","38,405","37,435","3.79M","2.40%"
"11/30/2021","37,430","38,540","38,620","37,095","6.06M","-2.03%"
"11/29/2021","38,205","38,115","38,510","38,005","3.21M","-0.79%"
"11/28/2021","38,510","38,510","38,510","38,510","","0.00%"
"11/26/2021","38,510","39,050","39,235","38,445","3.68M","-1.84%"
"11/25/2021","39,230","39,545","39,545","39,160","2.24M","-0.73%"
"11/24/2021","39,520","39,715","39,910","39,315","2.22M","-0.20%"
"11/23/2021","39,600","39,885","39,935","39,545","2.75M","-0.88%"
"11/22/2021","39,950","39,255","39,980","39,240","2.80M","2.32%"
"11/21/2021","39,045","39,045","39,045","39,045","","0.00%"
"11/19/2021","39,045","38,865","39,105","38,695","3.18M","0.74%"
"11/18/2021","38,760","38,760","38,990","38,665","2.56M","-0.41%"
"11/17/2021","38,920","39,490","39,495","38,870","2.32M","-1.26%"
"11/16/2021","39,415","39,470","39,650","39,260","1.96M","-0.18%"
"11/15/2021","39,485","39,300","39,560","39,230","2.31M","1.15%"
"11/12/2021","39,035","38,885","39,180","38,730","2.15M","1.06%"
"11/11/2021","38,625","38,370","38,625","38,270","2.15M","-0.01%"
"11/10/2021","38,630","38,825","39,055","38,580","2.24M","-1.06%"
"11/09/2021","39,045","38,955","39,345","38,830","2.44M","0.26%"
"11/08/2021","38,945","39,070","39,090","38,555","3.29M","-0.13%"
"11/07/2021","38,995","38,995","38,995","38,995","","0.00%"
"11/05/2021","38,995","39,455","39,520","38,770","3.91M","-0.43%"
"11/04/2021","39,165","39,315","39,545","39,095","3.03M","0.56%"
"11/03/2021","38,945","39,660","39,660","38,845","2.88M","-1.42%"
"11/02/2021","39,505","39,195","39,815","39,195","2.46M","1.33%"
"11/01/2021","38,985","39,150","39,175","38,945","1.91M","0.41%"
"10/31/2021","38,825","38,825","38,825","38,825","","0.00%"
"10/29/2021","38,825","39,625","39,635","38,740","3.41M","-1.61%"
"10/28/2021","39,460","39,540","39,735","39,445","1.63M","-0.49%"
"10/27/2021","39,655","39,865","39,930","39,515","2.86M","-0.84%"
"10/26/2021","39,990","39,840","40,060","39,730","1.95M","0.93%"
"10/25/2021","39,620","39,315","39,680","39,100","2.30M","0.52%"
"10/22/2021","39,415","39,330","39,575","39,250","1.52M","0.09%"
"10/21/2021","39,380","39,500","39,635","39,330","2.28M","-0.18%"
"10/20/2021","39,450","39,780","39,895","39,450","2.20M","-0.44%"
"10/19/2021","39,625","39,575","39,695","39,430","2.05M","0.84%"
"10/18/2021","39,295","39,465","39,495","39,025","1.96M","-0.32%"
"10/15/2021","39,420","39,290","39,530","39,265","2.57M","1.03%"
"10/14/2021","39,020","38,755","39,040","38,750","2.35M","1.26%"
"10/13/2021","38,535","38,120","38,670","38,065","2.44M","1.01%"
"10/12/2021","38,150","38,695","38,725","37,990","4.27M","-1.71%"
"10/11/2021","38,815","38,815","38,815","38,815","","0.00%"
"10/08/2021","38,815","39,070","39,090","38,760","3.12M","-0.22%"
"10/07/2021","38,900","38,600","38,995","38,590","3.95M","1.67%"
"10/06/2021","38,260","39,060","39,260","38,260","6.68M","-1.54%"
"10/05/2021","38,860","39,085","39,245","38,540","7.66M","-1.48%"
"10/04/2021","39,445","39,445","39,445","39,445","","0.00%"
"10/01/2021","39,445","39,970","40,065","39,415","4.20M","-1.87%"
"09/30/2021","40,195","39,955","40,295","39,805","4.82M","0.41%"
"09/29/2021","40,030","40,075","40,240","39,665","8.44M","-1.32%"
"09/28/2021","40,565","41,070","41,070","40,560","4.51M","-1.30%"
"09/27/2021","41,100","40,970","41,295","40,880","3.18M","0.33%"
"09/26/2021","40,965","40,965","40,965","40,965","","0.00%"
"09/24/2021","40,965","41,200","41,270","40,910","4.89M","-0.10%"
"09/23/2021","41,005","40,820","41,110","40,745","3.86M","-0.16%"
"09/22/2021","41,070","41,070","41,070","41,070","","0.00%"
"09/17/2021","41,070","40,820","41,140","40,675","2.46M","0.26%"
"09/16/2021","40,965","41,490","41,490","40,880","4.01M","-0.87%"
"09/15/2021","41,325","41,275","41,480","41,095","2.91M","0.15%"
"09/14/2021","41,265","41,160","41,510","41,160","4.03M","0.63%"
"09/13/2021","41,005","40,765","41,140","40,705","3.63M","0.22%"
"09/12/2021","40,915","40,915","40,915","40,915","","0.00%"
"09/10/2021","40,915","40,800","41,015","40,670","3.40M","0.47%"
"09/09/2021","40,725","41,330","41,370","40,695","3.97M","-1.77%"
"09/08/2021","41,460","41,675","41,805","41,390","3.63M","-0.87%"
"09/07/2021","41,825","42,040","42,055","41,675","2.69M","-0.59%"
"09/06/2021","42,075","41,975","42,125","41,835","2.75M","0.35%"
"09/05/2021","41,930","41,930","41,930","41,930","","0.00%"
"09/03/2021","41,930","41,790","42,020","41,670","2.81M","0.65%"
"09/02/2021","41,660","41,960","42,040","41,525","4.39M","-0.92%"
"09/01/2021","42,045","41,935","42,165","41,750","3.08M","0.14%"
"08/31/2021","41,985","41,205","41,985","41,005","3.68M","1.98%"
"08/30/2021","41,170","41,480","41,560","41,070","3.42M","0.24%"
"08/27/2021","41,070","40,945","41,235","40,765","3.66M","-0.06%"
"08/26/2021","41,095","41,470","41,595","41,025","2.66M","-0.75%"
"08/25/2021","41,405","41,385","41,610","41,125","2.31M","0.31%"
"08/24/2021","41,275","40,840","41,300","40,840","2.92M","1.90%"
"08/23/2021","40,505","40,420","40,825","40,260","4.18M","0.90%"
"08/22/2021","40,145","40,145","40,145","40,145","","0.00%"
"08/20/2021","40,145","40,700","40,870","39,980","6.76M","-0.97%"
"08/19/2021","40,540","41,045","41,300","40,540","5.82M","-1.99%"
"08/18/2021","41,365","41,175","41,570","40,955","3.67M","0.50%"
"08/17/2021","41,160","41,670","41,775","41,090","3.22M","-1.13%"
"08/16/2021","41,630","41,630","41,630","41,630","","0.00%"
"08/13/2021","41,630","42,245","42,275","41,455","5.94M","-1.69%"
"08/12/2021","42,345","42,505","42,595","42,200","3.57M","-0.40%"
"08/11/2021","42,515","42,785","42,920","42,490","3.47M","-0.90%"
"08/10/2021","42,900","43,325","43,325","42,755","2.36M","-0.65%"
"08/09/2021","43,180","43,190","43,350","43,035","2.52M","-0.46%"
"08/08/2021","43,380","43,380","43,380","43,380","","0.00%"
"08/06/2021","43,380","43,580","43,680","43,280","2.39M","-0.47%"
"08/05/2021","43,585","43,655","43,835","43,510","3.04M","-0.18%"
"08/04/2021","43,665","43,170","43,710","43,095","5.03M","1.41%"
"08/03/2021","43,060","42,630","43,060","42,600","2.59M","0.88%"
"08/02/2021","42,685","42,685","42,755","42,370","3.33M","0.47%"
"08/01/2021","42,485","42,485","42,485","42,485","","0.00%"
"07/30/2021","42,485","42,830","42,845","42,450","3.36M","-1.22%"
"07/29/2021","43,010","43,075","43,160","42,865","2.78M","0.01%"
"07/28/2021","43,005","42,800","43,070","42,650","2.41M","0.30%"
"07/27/2021","42,875","43,030","43,195","42,875","2.57M","0.16%"
"07/26/2021","42,805","43,405","43,405","42,805","2.38M","-1.07%"
"07/23/2021","43,270","43,260","43,400","43,140","3.61M","0.19%"
"07/22/2021","43,190","42,910","43,280","42,910","2.73M","1.24%"
"07/21/2021","42,660","43,145","43,145","42,625","3.48M","-0.51%"
"07/20/2021","42,880","42,705","42,930","42,660","2.65M","-0.33%"
"07/19/2021","43,020","43,135","43,155","42,930","2.95M","-1.13%"
"07/18/2021","43,510","43,510","43,510","43,510","","0.00%"
"07/16/2021","43,510","43,500","43,560","43,345","1.93M","-0.42%"
"07/15/2021","43,695","43,525","43,720","43,380","1.68M","0.68%"
"07/14/2021","43,400","43,400","43,465","43,225","2.07M","-0.34%"
"07/13/2021","43,550","43,380","43,565","43,380","2.18M","0.85%"
"07/12/2021","43,185","43,060","43,260","43,060","2.43M","0.90%"
"07/09/2021","42,800","42,840","43,050","42,445","7.53M","-1.06%"
"07/08/2021","43,260","43,765","43,875","43,260","4.04M","-1.04%"
"07/07/2021","43,715","43,840","43,840","43,605","2.80M","-0.63%"
"07/06/2021","43,990","43,910","44,100","43,895","2.74M","0.46%"
"07/05/2021","43,790","43,770","43,910","43,710","1.38M","0.47%"
"07/04/2021","43,585","43,585","43,585","43,585","","0.00%"
"07/02/2021","43,585","43,625","43,815","43,580","2.04M","-0.13%"
"07/01/2021","43,640","43,915","43,915","43,575","3.12M","-0.58%"
"06/30/2021","43,895","43,845","44,020","43,805","2.19M","0.35%"
"06/29/2021","43,740","43,935","43,960","43,605","2.57M","-0.39%"
"06/28/2021","43,910","44,015","44,060","43,800","1.83M","-0.10%"
"06/27/2021","43,955","43,955","43,955","43,955","","0.00%"
"06/25/2021","43,955","43,910","44,175","43,880","2.66M","0.50%"
"06/24/2021","43,735","43,640","43,855","43,635","2.19M","0.38%"
"06/23/2021","43,570","43,495","43,640","43,380","2.70M","0.52%"
"06/22/2021","43,345","43,285","43,405","43,240","2.46M","0.69%"
"06/21/2021","43,050","43,025","43,200","42,860","3.76M","-0.97%"
"06/18/2021","43,470","43,440","43,585","43,350","1.99M","0.30%"
"06/17/2021","43,340","43,350","43,420","43,165","3.71M","-0.57%"
"06/16/2021","43,590","43,270","43,650","43,260","1.99M","0.61%"
"06/15/2021","43,325","43,255","43,390","43,175","1.80M","0.23%"
"06/14/2021","43,225","43,285","43,285","43,075","2.04M","-0.05%"
"06/13/2021","43,245","43,245","43,245","43,245","","0.00%"
"06/11/2021","43,245","43,050","43,335","43,045","3.21M","0.73%"
"06/10/2021","42,930","42,815","43,060","42,745","4.23M","0.34%"
"06/09/2021","42,785","43,180","43,235","42,785","3.44M","-1.13%"
"06/08/2021","43,275","43,360","43,500","43,215","2.82M","-0.20%"
"06/07/2021","43,360","43,455","43,575","43,070","3.82M","0.36%"
"06/06/2021","43,205","43,205","43,205","43,205","","0.00%"
